Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS03560	1239	1462	1384	1454	1099	1110	1126	1134	1091	1022	host	gene-VC_RS03560	0.127482991780216	0	1
gene-VC_RS14295	1936	2073	2124	2100	2244	1778	2399	2703	3181	2558	host	gene-VC_RS14295	0.1701672891721024	0	1
gene-VC_RS01555	2209	1927	1793	1900	2390	2301	2633	2573	2780	2294	host	coaA	0.13761128292872285	0	1
gene-VC_RS11965	578	611	488	589	956	884	999	1479	1466	1414	host	gene-VC_RS11965	0.3904017009004972	0	1
gene-VC_RS06885	290	288	299	341	278	224	280	294	315	226	host	gene-VC_RS06885	0.12013935361276053	0	1
gene-VC_RS11760	4845	5324	5609	5023	5109	4528	5089	4946	4833	4420	host	gene-VC_RS11760	0.066779637751562	0	1
gene-VC_RS12795	681	747	807	824	561	569	511	621	635	516	host	frdA	0.16787229786269428	0	1
gene-VC_RS01050	194	204	234	236	204	177	157	170	198	187	host	gene-VC_RS01050	0.12301068961013283	0	1
gene-VC_RS03310	3927	3771	3881	3536	4003	4207	4308	4472	5017	4251	host	gene-VC_RS03310	0.09535840062593433	0	1
gene-VC_RS10180	2131	2073	2025	2227	1885	2013	2027	2251	2017	2027	host	aroC	0.050050070254814574	0	1
gene-VC_RS10525	14270	13850	13310	11418	12990	8759	10807	6430	6274	5332	host	gene-VC_RS10525	0.3123473345412378	0	1
gene-VC_RS04435	331	379	384	409	633	662	657	1077	1080	1028	host	gene-VC_RS04435	0.4293288799095644	0	1
gene-VC_RS08725	291	305	295	294	493	421	482	768	780	766	host	gene-VC_RS08725	0.4048133305727649	0	1
gene-VC_RS11575	1906	2091	1852	1963	2830	2892	2885	3800	4274	3664	host	murD	0.2936070986349646	0	1
gene-VC_RS14145	794	911	858	896	920	863	870	1422	1514	1382	host	gene-VC_RS14145	0.25241775910879133	0	1
gene-VC_RS15215	95	112	123	160	189	164	185	275	276	296	host	gene-VC_RS15215	0.3656135178633914	0	1
gene-VC_RS05700	428	561	515	480	945	985	855	1442	1451	1436	host	cmoB	0.4337515004784438	0	1
gene-VC_RS12005	1451	1443	1259	1422	1235	1207	1185	2023	1939	1901	host	leuD	0.20478144140329008	0	1
gene-VC_RS05945	1007	1115	1171	1129	1216	1341	1207	1734	1732	1545	host	uvrC	0.18783380112958512	0	1
gene-VC_RS14610	510	495	443	425	404	380	446	656	641	652	host	gene-VC_RS14610	0.20048015638709457	0	1
gene-VC_RS01735	2827	3170	2936	3077	3710	3463	3997	5947	6121	5754	host	gene-VC_RS01735	0.3054664301264754	0	1
gene-VC_RS18105	115	128	103	97	192	217	228	326	350	307	host	gene-VC_RS18105	0.44158991759573424	0	1
gene-VC_RS14995	742	890	849	785	1261	1135	1345	2102	2032	1971	host	gene-VC_RS14995	0.38939575523774206	0	1
gene-VC_RS01180	3130	3426	4017	3852	3174	52512	2846	3435	2359	2292	host	gene-VC_RS01180	1.8276966586991903	0	1
gene-VC_RS05035	487	636	613	700	797	745	656	1097	1006	1039	host	luxU	0.2494830777099084	0	1
gene-VC_RS07810	281	347	280	273	629	777	692	1384	1450	1269	host	pilW	0.6072470065340704	0	1
gene-VC_RS12970	173	242	226	249	389	450	410	631	553	560	host	gene-VC_RS12970	0.39335314394118615	0	1
gene-VC_RS06765	401	509	499	522	478	516	460	797	1136	901	host	gene-VC_RS06765	0.36583366414182883	0	1
gene-VC_RS07490	1323	1552	1784	1726	1542	1299	1377	1507	1344	1238	host	gene-VC_RS07490	0.11918079793503034	0	1
gene-VC_RS18420	1514	1653	1424	1646	4232	3903	4618	5020	5509	4855	host	gene-VC_RS18420	0.46176389825997194	0	1
gene-VC_RS02680	574	715	721	709	680	614	698	758	695	798	host	ftsB	0.08769099529395954	0	1
gene-VC_RS11585	1505	1508	1426	1600	1485	1472	1562	1705	1626	1597	host	murF	0.051703294160130926	0	1
gene-VC_RS04610	202	247	249	245	371	346	441	689	681	761	host	gene-VC_RS04610	0.47394512646990894	0	1
gene-VC_RS16815	706	791	598	593	1690	1716	1679	3343	3558	3361	host	gene-VC_RS16815	0.6336194200278125	0	1
gene-VC_RS07655	42	47	49	55	109	94	114	243	214	210	host	gene-VC_RS07655	0.6215817056720568	0	1
gene-VPVV882_gp06	5934	12549	1708	2443	69271	87098	86096	141761	107187	149350	phage	gene-VPVV882_gp06	0.8239764849969892	0	0
gene-VC_RS11080	3805	4485	4624	5141	3816	4213	3485	4412	4395	4167	host	gene-VC_RS11080	0.10553818545042151	0	1
gene-VC_RS07255	909	1048	961	938	1586	1586	1580	2647	3083	2555	host	gene-VC_RS07255	0.44916241282491637	0	1
gene-VC_RS06925	360	415	405	425	443	342	389	502	470	435	host	gene-VC_RS06925	0.10915644493359941	0	1
gene-VC_RS01230	6409	7700	8019	8486	16946	16897	7314	9811	8874	9635	host	gene-VC_RS01230	0.35865545163063417	0	1
gene-VC_RS10410	772	838	786	783	843	874	826	1107	1157	1035	host	wrbA	0.15011931575244722	0	1
gene-VC_RS02225	635	680	630	623	767	763	778	1210	1169	1163	host	gene-VC_RS02225	0.2717619727964071	0	1
gene-VC_RS09830	1251	679	783	714	809	1128	1046	843	401	707	host	gene-VC_RS09830	0.2806402644064119	0	1
gene-VC_RS03520	3431	3349	3147	3273	3996	4391	4034	4509	4481	3973	host	ettA	0.12824356088315858	0	1
gene-VC_RS03350	349	353	328	328	500	464	470	551	572	505	host	gene-VC_RS03350	0.20228825490502664	0	1
gene-VC_RS07475	278	397	402	501	357	351	326	499	451	451	host	gene-VC_RS07475	0.17586910241652753	0	1
gene-VC_RS17080	138	154	157	157	248	283	273	449	532	456	host	gene-VC_RS17080	0.4844153576368312	0	1
gene-VC_RS09045	959	998	1119	1163	827	766	757	1154	1049	1011	host	gene-VC_RS09045	0.147299197208751	0	1
gene-VC_RS02430	168	193	255	282	316	326	278	336	297	262	host	gene-VC_RS02430	0.19205955709261116	0	1
gene-VC_RS14780	505	525	654	657	762	758	737	1023	1177	1026	host	gene-VC_RS14780	0.2715598731031638	0	1
gene-VC_RS10875	1049	1199	1319	1346	1160	973	1045	1277	912	1096	host	gene-VC_RS10875	0.12312398176887362	0	1
gene-VC_RS11830	669	794	767	743	783	803	698	973	1050	985	host	gene-VC_RS11830	0.14910458345766572	0	1
gene-VC_RS12695	62	48	44	58	88	119	101	159	172	141	host	gene-VC_RS12695	0.44961937596885	0	1
gene-VC_RS16890	253	274	263	247	266	276	305	351	354	316	host	gene-VC_RS16890	0.12736893517902362	0	1
gene-VC_RS17060	837	809	850	782	1092	1125	1098	1319	1317	1118	host	gene-VC_RS17060	0.18612899231538504	0	1
gene-VC_RS01060	977	960	1004	1180	487	415	430	351	362	334	host	gene-VC_RS01060	0.4893275182516749	0	1
gene-VC_RS06360	1351	1377	1589	1407	749	539	608	639	580	585	host	gene-VC_RS06360	0.4314018683790057	0	1
gene-VC_RS16300	82	111	94	104	214	224	200	441	449	364	host	phnX	0.590983336368225	0	1
gene-VC_RS03955	175	215	166	155	378	354	370	718	752	649	host	gene-VC_RS03955	0.5627953216494344	0	1
gene-VC_RS05740	1938	1989	2058	1880	847	771	840	1162	1138	1059	host	trpCF	0.36880746829095185	0	1
gene-VC_RS07835	615	705	666	622	1154	1022	1173	1996	2235	1857	host	gene-VC_RS07835	0.48247902029027495	0	1
gene-VC_RS17535	781	943	1057	1098	1181	1000	1236	1457	1302	1201	host	gene-VC_RS17535	0.16266013767705806	0	1
gene-VC_RS07245	937	1029	1202	1008	972	832	1000	1174	1291	978	host	gene-VC_RS07245	0.12591191588477182	0	1
gene-VC_RS15195	151	170	160	164	235	202	264	363	325	367	host	gene-VC_RS15195	0.33714057513888873	0	1
gene-VC_RS06660	986	945	878	832	1883	1994	2221	3018	3587	2879	host	gene-VC_RS06660	0.4960867739243912	0	1
gene-VC_RS17500	203	242	225	209	230	230	285	259	300	268	host	dsdC	0.12421406856252344	0	1
gene-VC_RS17900	394	560	454	439	1702	1659	1773	3301	3243	3360	host	gene-VC_RS17900	0.697066504405637	0	1
gene-VC_RS16805	142	150	146	148	172	158	140	197	217	212	host	gene-VC_RS16805	0.1677545026259063	0	1
gene-VC_RS08595	56	80	61	79	144	150	144	283	307	266	host	gene-VC_RS08595	0.577036317400255	0	1
gene-VC_RS08640	146	193	204	176	275	270	243	394	464	380	host	gene-VC_RS08640	0.36459095746995396	0	1
gene-VC_RS18250	799	863	769	764	867	912	927	1850	1855	1807	host	gene-VC_RS18250	0.4019148014991594	0	1
gene-VC_RS16005	830	864	944	967	1691	1679	1660	1761	1720	1475	host	gene-VC_RS16005	0.2810799972625789	0	1
gene-VC_RS09595	2991	2996	3017	2878	3425	3240	3646	4440	4556	3961	host	sppA	0.1667834440789267	0	1
gene-VC_RS15425	499	601	581	607	1208	1117	1211	1957	1957	1892	host	gene-VC_RS15425	0.4866570551983895	0	1
gene-VC_RS12930	18712	18649	20101	20219	19436	17119	19562	18649	16809	17529	host	metF	0.06104754959055552	0	1
gene-VC_RS01085	1048	1089	1250	973	2273	2284	2217	3065	3102	2831	host	mutM	0.40332988230111394	0	1
gene-VC_RS03370	974	1056	980	1023	1850	2337	1959	2840	2820	2615	host	vpsR	0.4052837957063907	0	1
gene-VC_RS04370	339	376	332	375	716	846	650	740	765	698	host	gene-VC_RS04370	0.32998292429927367	0	1
gene-VC_RS01420	508	523	531	527	917	928	890	904	808	752	host	prmA	0.24140927602346862	0	1
gene-VC_RS07250	2296	2545	2300	2433	3014	2833	3110	3771	3239	3387	host	gene-VC_RS07250	0.1636349706811588	0	1
gene-VC_RS10415	264	316	320	333	323	322	322	451	423	396	host	gene-VC_RS10415	0.15677339379197844	0	1
gene-VC_RS19040	291	302	320	296	590	515	704	956	1912	900	host	gene-VC_RS19040	0.6989292827840682	0	1
gene-VC_RS04960	1401	1465	1330	1321	2707	2869	2854	3752	3814	3465	host	gene-VC_RS04960	0.39160042443250825	0	1
gene-VC_RS05790	1819	1861	2012	2024	1816	1919	1670	1789	1840	1599	host	trxB	0.06903545812532508	0	1
gene-VC_RS05080	1878	1875	2258	1917	3400	3598	3383	5078	4696	4618	host	gene-VC_RS05080	0.3617658541995587	0	1
gene-VC_RS17675	1034	1094	1300	1178	841	842	768	863	922	658	host	gene-VC_RS17675	0.19764878332852578	0	1
gene-VC_RS05100	1134	1211	1341	1207	1362	1299	1286	1385	1404	1162	host	apbC	0.0710384097206615	0	1
gene-VC_RS06555	158	196	161	204	344	373	362	519	458	478	host	maiA	0.39943491128400777	0	1
gene-VC_RS12940	780	748	726	868	1239	1452	1203	1275	1336	1173	host	glpX	0.23814267605025902	0	1
gene-VC_RS03405	329	584	558	681	755	932	582	1367	1329	1604	host	lgt	0.45922979827501853	0	1
gene-VC_RS06085	908	1019	1154	915	957	903	899	969	1009	889	host	gene-VC_RS06085	0.08070340581691798	0	1
gene-VC_RS11205	508	532	542	509	522	487	518	744	868	681	host	gene-VC_RS11205	0.20625537829356155	0	1
gene-VC_RS04070	859	858	929	929	1808	1651	1737	2154	2482	2054	host	gene-VC_RS04070	0.3730499170850499	0	1
gene-VC_RS14800	444	511	496	509	787	675	1000	1274	1791	1158	host	gene-VC_RS14800	0.48202349468024397	0	1
gene-VC_RS07445	1308	1278	1450	1390	379	317	283	223	196	153	host	gene-VC_RS07445	0.7780309755561856	0	1
gene-VC_RS17450	15	13	13	16	17	31	12	22	42	17	host	gene-VC_RS17450	0.46001202168629096	0	1
gene-VC_RS02420	12297	12575	12112	11003	19779	20254	22697	24451	23159	21527	host	metK	0.28162531556542575	0	1
gene-VC_RS05820	2167	2298	2248	2242	3044	3091	2997	4005	3914	3613	host	gene-VC_RS05820	0.22757919883556793	0	1
gene-VC_RS08865	438	545	586	685	518	578	389	606	476	629	host	gene-VC_RS08865	0.15829025043745926	0	1
gene-VC_RS10250	645	773	671	749	662	680	532	971	898	895	host	fliI	0.17423741848313898	0	1
gene-VC_RS07800	172	174	181	163	219	267	221	305	366	331	host	gene-VC_RS07800	0.28970524288948896	0	1
gene-VC_RS02900	1402	1366	1659	1716	1745	1812	1567	2795	2866	2493	host	gene-VC_RS02900	0.2742021615994251	0	1
gene-VC_RS02360	1515	1332	1313	1352	2134	1928	2160	2733	2468	2323	host	proC	0.2558477722534416	0	1
gene-VC_RS02050	1229	1366	1395	1551	974	1015	874	1253	1166	1208	host	gene-VC_RS02050	0.16311863671952834	0	1
gene-VC_RS08590	322	392	329	357	751	777	741	976	967	896	host	siaP	0.3962217661561724	0	1
gene-VC_RS09890	734	866	897	860	2134	2009	2061	2642	3256	2463	host	ccmE	0.47342129809943423	0	1
gene-VC_RS00895	659	740	862	829	1078	1024	1072	1583	1681	1453	host	gene-VC_RS00895	0.3097104642506692	0	1
gene-VC_RS12510	9222	9761	9352	9183	11022	13538	13288	12788	12767	11005	host	rplW	0.15040460282495538	0	1
gene-VC_RS16865	391	471	525	505	672	597	574	535	520	471	host	gene-VC_RS16865	0.13902339445033784	0	1
gene-VC_RS06920	411	445	508	523	505	488	518	654	698	608	host	gene-VC_RS06920	0.16033350796798074	0	1
gene-VC_RS17645	382	424	361	426	465	464	461	565	704	599	host	gene-VC_RS17645	0.20815438083635798	0	1
gene-VC_RS04540	346	310	324	323	233	221	224	229	198	233	host	vexG	0.19628579297197385	0	1
gene-VC_RS07870	1900	1914	1968	1976	1853	1905	1812	3534	3052	3350	host	gene-VC_RS07870	0.28193501522659475	0	1
gene-VC_RS17880	894	962	883	969	1178	1207	1258	1858	2088	1678	host	gene-VC_RS17880	0.31429182006698503	0	1
gene-VC_RS11195	9265	1534	1587	1543	1795	1755	1702	1975	1857	1893	host	recC	0.9084531745450974	0	1
gene-VC_RS15685	1052	1199	1106	1158	1679	1353	1712	2919	2543	2929	host	gene-VC_RS15685	0.4047443919009144	0	1
gene-VC_RS16160	279	335	329	363	503	536	461	621	547	590	host	gene-VC_RS16160	0.2525356648280046	0	1
gene-VC_RS10210	1166	1228	1318	1350	1616	1719	1576	1871	1903	1653	host	fliP	0.161140520970782	0	1
gene-VC_RS18305	571	592	588	534	968	1300	968	1118	1320	1115	host	gene-VC_RS18305	0.32566539739409706	0	1
gene-VC_RS07035	219	208	244	227	263	256	275	367	481	384	host	gene-VC_RS07035	0.28847301971543976	0	1
gene-VC_RS13455	180	180	204	200	217	194	200	262	264	212	host	gene-VC_RS13455	0.13342344938771245	0	1
gene-VC_RS04235	66	121	123	143	189	191	160	249	288	281	host	gene-VC_RS04235	0.3837992429749185	0	1
gene-VC_RS00710	1912	1993	1719	1789	4343	4454	4800	6643	6577	6261	host	trmA	0.48242639418449984	0	1
gene-VC_RS17225	383	422	338	369	597	665	588	823	907	815	host	gene-VC_RS17225	0.3362430259157707	0	1
gene-VC_RS12080	422	469	465	474	525	503	488	554	1521	530	host	gene-VC_RS12080	0.5221501261623487	0	1
gene-VC_RS08410	8847	7527	9225	8261	3826	3059	3488	7146	9579	6687	host	gene-VC_RS08410	0.34475192051296616	0	1
gene-VC_RS07115	164	210	172	162	379	363	353	820	993	829	host	gene-VC_RS07115	0.6736886108933287	0	1
gene-VC_RS08345	331	319	237	261	625	745	739	1165	987	1077	host	gene-VC_RS08345	0.5141067011833672	0	1
gene-VC_RS00420	31777	2889	6175	2804	2938	2988	3171	3682	3784	3314	host	ubiB	1.3423593794489	0	1
gene-VC_RS02065	890	1108	1211	1209	1350	1283	1196	1335	1037	1234	host	gene-VC_RS02065	0.11254677013921294	0	1
gene-VC_RS17010	1269	1209	1283	1224	1548	1451	1483	2497	2642	2362	host	gene-VC_RS17010	0.31847606810527956	0	1
gene-VPVV882_gp22	3183	5512	641	838	30876	32622	38380	49845	48171	51694	phage	gene-VPVV882_gp22	0.7789478305401607	0	0
gene-VC_RS17465	494	515	527	496	915	834	804	1179	1475	1123	host	pbpG	0.3869007941288684	0	1
gene-VC_RS15950	553	608	470	418	1569	1716	1776	3077	3813	2856	host	nifJ	0.686309149989838	0	1
gene-VC_RS04375	178	257	290	306	356	304	272	312	369	323	host	gene-VC_RS04375	0.17228719073229704	0	1
gene-VC_RS17905	3220	2980	2468	2472	5913	5507	6387	7799	8376	7158	host	gene-VC_RS17905	0.4121753195032505	0	1
gene-VC_RS15460	1066	1183	1206	1060	1143	1205	1147	1981	1991	1877	host	gene-VC_RS15460	0.2692413945503263	0	1
gene-VC_RS08695	39	60	49	47	79	58	70	81	107	80	host	gene-VC_RS08695	0.28925973839703023	0	1
gene-VC_RS11710	1629	1755	1662	1747	1736	1874	1657	2133	2047	2043	host	parE	0.0956904659083922	0	1
gene-VC_RS06045	507	436	396	427	452	430	502	498	385	438	host	gene-VC_RS06045_gene_msrB	0.09109151880847398	0	1
gene-VC_RS09210	2193	2340	2382	2233	2465	2271	2584	2807	2959	2434	host	gene-VC_RS09210	0.09627730790383457	0	1
gene-VC_RS09220	2657	2828	2821	2718	2260	2319	2346	2492	2619	2299	host	lapB	0.08258640784329506	0	1
gene-VC_RS09510	1440	1512	1361	1465	2093	2116	2050	2618	2669	2314	host	gene-VC_RS09510	0.23807569897889308	0	1
gene-VC_RS16960	273	251	297	245	546	648	639	523	672	499	host	gene-VC_RS16960	0.3621363416635522	0	1
gene-VC_RS05265	79	143	103	116	265	308	255	452	420	448	host	gene-VC_RS05265	0.5351819843770192	0	1
gene-VC_RS13205	440	497	480	502	774	793	765	935	984	930	host	gene-VC_RS13205	0.2825844957225595	0	1
gene-VC_RS16725	572	581	527	621	1500	1474	1552	1903	2232	1988	host	gene-VC_RS16725	0.48499016066444556	0	1
gene-VC_RS13865	856	1008	994	963	1731	1631	1646	2299	2464	2180	host	gene-VC_RS13865	0.36220780804613617	0	1
gene-VC_RS00940	109	93	91	109	103	144	122	239	262	184	host	gene-VC_RS00940	0.4036942788353588	0	1
gene-VC_RS02160	909	1061	970	940	782	694	831	1143	1334	1059	host	gene-VC_RS02160	0.18225921770876702	0	1
gene-VC_RS08080	2028	2459	2206	2251	4535	4859	4693	8734	8757	8200	host	cls	0.5395971374223332	0	1
gene-VC_RS12280	2023	2286	2189	2214	1892	1799	1813	2706	2570	2609	host	gene-VC_RS12280	0.14334553650424106	0	1
gene-VC_RS06980	5875	6205	6703	6402	4867	4392	4599	4864	4892	4239	host	ccoN	0.1612900909349097	0	1
gene-VC_RS13125	606	941	942	990	802	901	708	1351	1180	1252	host	gspL	0.23228715610488745	0	1
gene-VC_RS02645	13622	12540	12699	11464	10271	10128	11797	9884	8103	7994	host	rpsU	0.16672581580393828	0	1
gene-VC_RS17045	1196	1252	1350	1323	948	845	836	1226	1129	1035	host	gene-VC_RS17045	0.16091925588257452	0	1
gene-VC_RS09275	11273	12362	14140	13155	7572	6982	7031	8925	7931	7491	host	tig	0.2709100552487017	0	1
gene-VC_RS10960	1586	1535	1550	1531	1489	1416	1438	1401	1456	1290	host	ribBA	0.056723949418471496	0	1
gene-VC_RS19105	165	195	517	467	416	379	370	467	555	471	host	gene-VC_RS19105	0.3066238873394582	0	1
gene-VC_RS14975	530	587	563	516	859	742	996	1615	2293	1526	host	gene-VC_RS14975	0.5552645035519749	0	1
gene-VC_RS09100	2223	2137	1917	2041	2675	2563	2690	3815	3573	3296	host	mfd	0.23401180086214682	0	1
gene-VC_RS05580	292	393	423	412	247	271	226	499	480	510	host	hisF	0.2729192855614101	0	1
gene-VC_RS03895	134	203	264	284	341	304	302	356	279	259	host	gene-VC_RS03895	0.2260399989522656	0	1
gene-VC_RS02775	9898	10196	11162	9011	3631	3255	3074	3262	1606	1983	host	csrA	0.6372717192937011	0	1
gene-VC_RS10320	2521	2446	2655	2687	3515	3676	3700	2870	2599	2340	host	gene-VC_RS10320	0.17169179538380372	0	1
gene-VC_RS01810	7795	9294	10314	8996	6518	7877	7960	5570	4449	4886	host	rpsL	0.25204299483794224	0	1
gene-VC_RS01035	1292	1439	1481	1343	1915	2184	1932	2253	2257	1974	host	lpxN	0.2011333331473638	0	1
gene-VC_RS17520	316	361	391	403	440	464	544	564	582	493	host	gene-VC_RS17520	0.18697712806934194	0	1
gene-VC_RS07230	137	121	137	118	235	261	243	359	399	296	host	gene-VC_RS07230	0.41692007943898063	0	1
gene-VC_RS14175	685	652	712	684	477	542	455	535	502	471	host	gene-VC_RS14175	0.16727991375352272	0	1
gene-VC_RS17940	965	1049	1026	932	1182	1128	1281	1514	1874	1369	host	gene-VC_RS17940	0.2242652354933826	0	1
gene-VC_RS06160	815	836	934	967	687	593	660	833	803	822	host	ribA	0.14002209277161598	0	1
gene-VC_RS00040	390	383	401	398	299	292	293	330	378	315	host	gene-VC_RS00040	0.12586050640463062	0	1
gene-VC_RS09345	280	344	377	402	527	599	487	808	820	792	host	gene-VC_RS09345	0.35465728672958524	0	1
gene-VC_RS02715	3169	3163	3424	3249	2917	3013	2934	3919	3964	3771	host	rpoS	0.11301955507269613	0	1
gene-VC_RS00545	1349	1249	1286	1282	1254	1072	1106	1385	1421	1235	host	gene-VC_RS00545	0.08310139434415112	0	1
gene-VC_RS12860	7840	8040	8687	6936	4823	4774	5245	4490	4167	3705	host	tpiA	0.2942528054143089	0	1
gene-VC_RS14555	106	124	96	103	161	166	166	236	221	209	host	gene-VC_RS14555	0.3053578329610426	0	1
gene-VC_RS12720	170	154	136	145	290	244	281	284	302	257	host	gene-VC_RS12720	0.2813084980147936	0	1
gene-VC_RS10895	5127	5177	5388	5195	8773	8066	8814	10180	12238	9421	host	gene-VC_RS10895	0.30366356284863316	0	1
gene-VC_RS07020	572	571	457	462	1020	1195	1142	1178	957	937	host	rtxC	0.3372266130398265	0	1
gene-VC_RS17980	171	194	166	206	349	331	375	498	531	503	host	gene-VC_RS17980	0.411321372050695	0	1
gene-VC_RS05995	3441	3369	4111	3259	3908	4759	4570	3793	3658	3220	host	ihfA	0.13346543578495748	0	1
gene-VC_RS04855	1368	1430	1364	1297	2246	2144	2372	2838	2584	2509	host	gene-VC_RS04855	0.27818631911513453	0	1
gene-VC_RS05575	430	550	615	644	363	368	305	599	631	583	host	hisA	0.23963129482633927	0	1
gene-VC_RS00320	799	474	506	687	233	183	185	251	242	199	host	thiS	0.5713372253021664	0	1
gene-VC_RS00150	1208	1769	1597	1627	2083	2053	1966	1596	1783	1631	host	gene-VC_RS00150	0.1435295303808739	0	1
gene-VC_RS03980	38	40	23	26	78	63	39	125	115	105	host	citC	0.5569744678106138	0	1
gene-VC_RS00535	1032	1124	1149	1061	1717	1716	1694	2011	1768	1753	host	gene-VC_RS00535	0.23099679661334171	0	1
gene-VC_RS16360	259	301	270	228	390	416	385	562	586	495	host	gene-VC_RS16360	0.3098685230846501	0	1
gene-VC_RS11190	1505	1434	1385	1342	1229	1202	1246	1913	1993	1692	host	recB	0.1795250845118878	0	1
gene-VC_RS16870	415	452	471	412	536	557	508	776	745	652	host	gene-VC_RS16870	0.22506579426944337	0	1
gene-VC_RS00515	1014	1200	1182	1149	1153	1580	1181	1514	1653	1467	host	yihA	0.16023095959292968	0	1
gene-VC_RS14950	492	600	678	630	1077	1145	1144	1741	1861	1547	host	gene-VC_RS14950	0.4309144474898424	0	1
gene-VC_RS03850	4690	5274	4991	4883	7898	8116	8238	9461	9355	8247	host	guaA	0.2570119529343554	0	1
gene-VC_RS08300	573	751	674	657	1033	1005	1018	1559	1633	1382	host	mukE	0.35333930946844544	0	1
gene-VC_RS04845	434	421	429	496	626	621	571	1053	1091	1022	host	gene-VC_RS04845	0.38199695352098056	0	1
gene-VC_RS06180	1515	1621	1657	1644	1987	1979	2031	3422	3274	3243	host	gene-VC_RS06180	0.3239177520658706	0	1
gene-VC_RS16465	353	369	303	372	458	435	469	655	644	600	host	gene-VC_RS16465	0.2576012587026094	0	1
gene-VC_RS19135	436	479	455	502	246	258	261	254	231	319	host	gene-VC_RS19135	0.3039054039627795	0	1
gene-VC_RS00325	3647	1960	2092	2014	1070	1042	1079	1037	1008	836	host	gene-VC_RS00325	0.5240755886635089	0	1
gene-VC_RS02205	1477	1805	1633	1991	4445	4987	16280	6557	6057	6503	host	cgtA	0.8110384768056265	0	1
gene-VC_RS11550	3223	3330	3331	3806	4674	5102	4801	4962	4155	4698	host	ftsA	0.16551335196548644	0	1
gene-VC_RS14230	8286	11788	13696	12310	2846	2422	2133	1097	935	862	host	gene-VC_RS14230	0.8873672662367427	0	1
gene-VC_RS16455	32	41	46	43	86	65	78	85	114	104	host	gene-VC_RS16455	0.3879373594570524	0	1
gene-VC_RS15350	180	193	170	154	383	323	389	714	658	686	host	gene-VC_RS15350	0.5544770175842987	0	1
gene-VC_RS04385	774	589	835	741	522	424	457	836	897	732	host	gene-VC_RS04385	0.2365240111632036	0	1
gene-VC_RS12460	20884	23861	25483	23280	17230	20853	18728	17896	15310	15928	host	rplE	0.16591005588987043	0	1
gene-VC_RS14420	3980	4809	6027	5693	3579	3573	3482	4204	3604	3678	host	vctP	0.20808773554405868	0	1
