Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-EST35_0284	0	0	0	0	9342	4048	107	41984	15627	15894	32767	14007	17586	phage	gene-EST35_0284	1.1121867681694881	0	0
gene-EST35_0154	0	0	0	0	3258	507	195	2445	229	226	1408	5637	134	phage	gene-EST35_0154	1.532495125600927	0	0
gene-PA2840	609	443	629	1614	1350	485	1382	304	110	301	138	32	52	host	gene-PA2840	0.9036012806114413	0	1
gene-PA2547	26	25	31	47	41	19	31	9	13	10	12	2	3	host	gene-PA2547	0.6586538168133859	0	1
gene-PA2928	85	66	99	130	182	61	79	59	7	26	32	8	4	host	gene-PA2928	0.7775541314010886	0	1
gene-PA1182	125	95	139	147	176	64	155	53	28	69	39	7	10	host	gene-PA1182	0.6549475122428448	0	1
gene-PA2370	2	3	4	8	10	17	16	4	7	11	21	3	3	host	gene-PA2370	0.7164191928570509	0	1
gene-EST35_0333	0	0	0	0	3310	7637	260	14192	14994	9612	3494	3789	8124	phage	gene-EST35_0333	1.0332757380869981	0	0
gene-EST35_0033	0	0	0	0	4918	2557	75	13954	17791	11460	3298	1939	4953	phage	gene-EST35_0033	1.2221381441478891	0	0
gene-PA3741	186	115	171	241	299	160	216	83	28	55	62	8	6	host	gene-PA3741	0.7237823502348605	0	1
gene-PA0809	32	23	54	46	64	59	58	30	10	16	32	4	2	host	gene-PA0809	0.6276399087508596	0	1
gene-PA5219	53	37	67	57	131	52	113	37	14	22	86	10	6	host	gene-PA5219	0.7069040650126722	0	1
gene-PA4021	136	77	126	124	136	99	153	72	21	34	47	10	16	host	gene-PA4021	0.6113741939704737	0	1
gene-PA5076	492	418	895	831	435	270	328	69	67	164	42	19	20	host	gene-PA5076	0.9144241014326461	0	1
gene-PA4646	190	160	258	317	147	122	164	37	33	82	37	9	6	host	upp	0.7832209913312149	0	1
gene-PA0367a	81	72	88	109	151	64	100	50	19	39	45	5	5	host	gene-PA0367a	0.6456870087166947	0	1
gene-PA4969	250	171	300	286	285	139	336	90	37	61	60	6	8	host	cpdA	0.7480108775593746	0	1
gene-PA5256	210	146	330	328	137	160	247	27	28	57	13	3	6	host	dsbH	0.8838489956164359	0	1
gene-PA3262	1496	1173	1815	2246	1037	687	1285	157	246	581	25	49	56	host	gene-PA3262	0.8482634210733212	0	1
gene-EST35_0076	0	0	0	0	143	9871	8395	293	3196	2731	355	1105	2055	phage	gene-EST35_0076	1.4625534680667145	0	0
gene-PA3637	2223	1532	2724	2728	2026	1129	1357	379	362	721	145	85	116	host	pyrG	0.7930191874639907	0	1
gene-PA0768	427	380	497	569	668	371	521	274	162	262	85	37	44	host	lepB	0.6009723903010737	0	1
gene-PA0443	14	13	41	13	28	17	26	7	2	4	85	4	1	host	gene-PA0443	1.1198808087289125	0	1
gene-EST35_0116	0	0	0	0	8	195	20	1736	3823	1676	1373	2462	3327	phage	gene-EST35_0116	1.1840249458499086	0	0
gene-PA0765	411	290	452	664	1232	463	1137	335	114	359	90	33	30	host	mucC	0.854198210574145	0	1
gene-PA0477	37	19	58	57	72	41	56	24	7	9	59	1	3	host	gene-PA0477	0.7022602024505917	0	1
gene-PA1112b	1473	634	616	1548	3591	588	1756	1088	139	490	317	61	92	host	gene-PA1112b	0.982889511552347	0	1
gene-PA4184	38	46	52	50	70	51	50	32	13	21	45	6	4	host	gene-PA4184	0.5280261787585785	0	1
gene-PA3008	447	289	411	586	603	261	503	191	48	173	45	24	27	host	gene-PA3008	0.7418378988523747	0	1
gene-PA2841	41	37	46	66	93	55	75	37	14	12	15	6	4	host	gene-PA2841	0.7014200394576008	0	1
gene-PA5050	162	158	252	299	240	144	235	68	33	67	104	4	6	host	priA	0.6966013408276971	0	1
gene-PA3783	41	46	46	116	214	75	83	57	17	23	30	5	3	host	gene-PA3783	0.9384116602581766	0	1
gene-PA4045	405	309	419	670	861	408	825	363	78	212	132	19	28	host	gene-PA4045	0.7444881176746087	0	1
gene-PA0349	27	17	42	23	47	14	28	13	3	15	29	3	4	host	gene-PA0349	0.6619603668150315	0	1
gene-PA2940	31	20	34	34	61	34	50	32	4	18	34	1	3	host	gene-PA2940	0.6268766799959439	0	1
gene-PA0305	103	68	136	151	145	97	144	41	26	43	135	12	8	host	gene-PA0305	0.614572986989535	0	1
gene-PA5292	104	95	176	175	154	107	168	67	34	51	66	17	8	host	pchP	0.6112518801226235	0	1
gene-PA1174	42	42	66	55	68	170	167	29	58	74	35	31	30	host	napA	0.686703751468407	0	1
gene-EST35_0049	0	0	0	0	6334	6568	1681	24383	14650	11173	8259	3912	7997	phage	gene-EST35_0049	1.0501861330052407	0	0
gene-EST35_0198	0	0	0	0	70	40	16	99	72	40	504	724	231	phage	gene-EST35_0198	1.5637858670435312	0	0
gene-PA3675	454	285	404	570	351	213	390	95	64	107	39	16	14	host	gene-PA3675	0.7870669764664934	0	1
gene-EST35_0369	0	0	0	0	2334	2584	106	7330	6523	4147	7006	3136	6000	phage	gene-EST35_0369	0.9321650221553098	0	0
gene-PA1822	930	609	961	971	901	452	817	318	92	227	88	26	22	host	fimL	0.7523387594364712	0	1
gene-PA2234	52	72	91	230	228	117	110	64	57	124	31	13	19	host	pslD	0.7237760357481097	0	1
gene-PA1859	14	16	36	37	30	21	35	13	3	8	29	1	3	host	gene-PA1859	0.674992625111799	0	1
gene-PA4697	55	54	96	81	57	54	87	11	12	29	22	4	8	host	gene-PA4697	0.6966613429618942	0	1
gene-PA4577	37	29	37	211	125	47	233	41	13	15	32	5	7	host	gene-PA4577	1.1477729795129348	0	1
gene-PA3030	26	20	35	35	34	28	27	5	5	5	12	0	3	host	mobA	0.7155265688363563	0	1
gene-PA4135	72	59	119	93	50	46	57	6	13	26	37	1	2	host	gene-PA4135	0.7758145727612059	0	1
gene-PA1227	122	115	161	300	206	78	118	33	18	27	32	4	3	host	gene-PA1227	0.9166776510449988	0	1
gene-PA1757	117	153	235	233	154	120	139	30	36	78	31	6	10	host	thrH	0.735244810373593	0	1
gene-PA4503	199	161	271	236	165	129	287	27	68	179	44	19	26	host	gene-PA4503	0.6572282230092954	0	1
gene-EST35_0065	0	0	0	0	38481	105179	40092	10676	25222	53839	1725	3504	5900	phage	gene-EST35_0065	1.3654631545970255	0	0
gene-PA3004	226	149	209	320	196	108	179	46	32	64	29	8	16	host	gene-PA3004	0.7807697345172665	0	1
gene-PA1272	284	202	306	361	319	269	321	73	57	73	24	17	14	host	cobO	0.7347493243005042	0	1
gene-PA4180	166	138	183	243	193	104	228	57	28	51	68	12	7	host	gene-PA4180	0.7011150472294604	0	1
gene-PA1586	746	449	683	969	1263	932	898	317	416	728	80	132	120	host	sucB	0.6035387697779817	0	1
gene-PA1299	161	110	267	229	147	84	166	38	36	57	16	8	6	host	gene-PA1299	0.8130288294620861	0	1
gene-PA4674	220	124	349	198	147	88	78	61	30	34	30	10	10	host	gene-PA4674	0.9087987077615711	0	1
gene-PA2761	37	15	33	37	24	16	43	11	3	12	26	4	0	host	gene-PA2761	0.6850206132352835	0	1
gene-PA5260	819	652	905	1242	958	482	963	332	127	215	99	35	38	host	hemC	0.7595346018351352	0	1
gene-PA3085	196	96	178	188	181	106	178	34	25	68	10	8	3	host	gene-PA3085	0.7646396423002261	0	1
gene-EST35_0129	0	0	0	0	132	182	50	378	139	204	1628	4174	145	phage	gene-EST35_0129	2.085689231214671	0	0
gene-PA3702	355	243	447	423	581	313	492	303	73	103	136	21	19	host	wspR	0.6669286265243621	0	1
gene-EST35_0430	0	0	0	0	8430	6119	1266	12152	6912	6873	4348	1293	2989	phage	gene-EST35_0430	0.9787536056717715	0	0
gene-PA5550	285	203	377	422	178	146	227	45	44	60	103	16	46	host	glmR	0.7704833713701849	0	1
gene-PA4115	125	107	177	212	110	105	182	14	18	42	70	11	9	host	gene-PA4115	0.7441363897969239	0	1
gene-PA5350	102	54	80	68	93	71	92	24	10	28	16	14	6	host	rubA2	0.6742549841350612	0	1
gene-PA1348	24	20	25	34	40	24	29	10	3	13	22	3	0	host	gene-PA1348	0.6281960684750224	0	1
gene-PA4347	79	61	53	115	110	40	180	48	10	32	38	4	5	host	gene-PA4347	0.8165733840698458	0	1
gene-PA4410	836	488	728	928	1547	704	1163	657	205	341	146	51	58	host	ddlB	0.7178974659372231	0	1
gene-PA2767	48	20	58	43	92	38	41	36	6	12	29	6	3	host	gene-PA2767	0.7233935183851877	0	1
gene-PA2339	4	2	12	5	12	8	17	5	2	1	11	2	2	host	gene-PA2339	0.7710843373493974	0	1
gene-PA1012	784	480	746	820	1186	499	797	255	101	262	46	16	23	host	gene-PA1012	0.7880704697560722	0	1
gene-PA5245	339	236	420	444	241	175	275	44	42	91	55	23	18	host	gene-PA5245	0.7941804299590268	0	1
gene-PA0588	221	140	267	254	210	625	581	50	199	331	139	95	135	host	gene-PA0588	0.6697295009161374	0	1
gene-PA3341	121	89	141	185	193	104	220	59	43	84	59	10	16	host	gene-PA3341	0.6358117118222606	0	1
gene-PA0098	40	46	59	84	99	32	55	31	3	20	30	2	3	host	gene-PA0098	0.7450443059903463	0	1
gene-PA1327	74	65	104	101	132	100	116	61	20	50	49	20	25	host	gene-PA1327	0.5120719913615482	0	1
gene-PA5095	16	10	21	14	22	19	30	8	6	10	38	5	5	host	gene-PA5095	0.6200544431702705	0	1
gene-PA5544	159	119	177	139	157	84	125	61	14	23	111	7	5	host	gene-PA5544	0.6616817065112809	0	1
gene-PA1645	128	90	99	235	210	60	135	71	6	31	26	5	6	host	gene-PA1645	0.8581561790038522	0	1
gene-PA3804	598	489	896	1120	1155	510	775	365	206	394	127	58	76	host	gene-PA3804	0.6904613655469121	0	1
gene-PA4049	274	154	271	376	431	249	441	178	67	131	80	18	15	host	gene-PA4049	0.6867979896784376	0	1
gene-EST35_0441	0	0	0	0	3055	887	100	40834	12150	10736	8606	2301	6502	phage	gene-EST35_0441	1.6417684191890862	0	0
gene-PA4898	24	13	27	25	14	12	16	8	1	9	47	3	3	host	opdK	0.7839933819734317	0	1
gene-PA5369.3	16397	7866	14126	10933	14495	4695	5403	6524	781	2101	877	91	216	host	gene-PA5369.3	0.8641946011614732	0	1
gene-PA1819	333	216	300	457	406	235	396	175	72	147	82	20	13	host	gene-PA1819	0.659695686808915	0	1
gene-PA4349	98	78	109	164	201	55	229	102	12	44	33	4	5	host	gene-PA4349	0.8107802647267262	0	1
gene-PA0941	34	17	57	43	54	30	91	9	9	12	13	3	5	host	gene-PA0941	0.8668831096535542	0	1
gene-PA4561	685	505	800	906	909	544	946	245	172	322	108	27	64	host	ribF	0.6901697390572341	0	1
gene-EST35_0068	0	0	0	0	369552	153710	67190	975944	359660	407821	482918	127759	138120	phage	gene-EST35_0068	1.140283773569683	0	0
gene-PA4456	3338	2043	3008	4217	2157	1047	1851	756	219	607	218	45	70	host	gene-PA4456	0.8811200680150226	0	1
gene-PA1599	39	27	34	179	61	27	56	35	11	11	29	10	7	host	gene-PA1599	1.0664941735983593	0	1
gene-PA4497	181	108	175	195	181	130	243	49	22	73	102	14	14	host	gene-PA4497	0.6447420669377204	0	1
gene-PA1909	9	6	11	10	18	6	12	7	1	6	41	1	1	host	gene-PA1909	1.0196671861949507	0	1
gene-PA4581	147	118	185	167	161	60	146	40	20	22	59	10	10	host	rtcR	0.7304004851515349	0	1
gene-PA5081	103	77	122	122	113	40	55	39	10	20	20	2	2	host	gene-PA5081	0.7972031967947608	0	1
gene-PA1964	350	243	391	689	402	203	483	109	87	151	57	9	17	host	gene-PA1964	0.8052205258095783	0	1
gene-PA2935	167	142	312	170	102	152	275	33	18	42	15	1	5	host	gene-PA2935	0.9019295146181417	0	1
gene-PA2908	117	89	87	192	180	81	114	46	23	22	36	6	5	host	cbiD	0.7737612234390322	0	1
gene-EST35_0302	0	0	0	0	229	579	228	367	291	222	680	971	329	phage	gene-EST35_0302	0.9501986134123019	0	0
gene-PA1530	232	168	295	312	258	129	309	63	38	112	18	9	16	host	gene-PA1530	0.7555378485764064	0	1
gene-PA3935	23	14	25	24	35	17	28	10	6	9	28	4	3	host	tauD	0.5798655262270204	0	1
gene-PA5166	210	172	285	377	313	192	312	128	18	90	54	10	11	host	gene-PA5166	0.7316670907475592	0	1
gene-PA2658	77	50	68	118	83	91	123	24	26	48	15	15	16	host	gene-PA2658	0.6380923159806329	0	1
gene-PA3269	224	133	167	209	213	106	183	48	12	45	39	7	8	host	gene-PA3269	0.7591934310593746	0	1
gene-PA2320	111	89	138	117	119	62	105	80	22	47	28	10	5	host	gntR	0.6115921299077022	0	1
gene-EST35_0270	0	0	0	0	1234	2353	192	33773	17683	6835	129832	40656	39555	phage	gene-EST35_0270	1.6700069770035246	0	0
gene-PA3692	160	124	156	410	310	365	480	45	109	279	31	56	63	host	lptF	0.7342192685441185	0	1
gene-PA4331	156	126	121	196	256	96	192	57	7	18	61	3	4	host	gene-PA4331	0.806499545658015	0	1
gene-PA3992	372	259	317	457	398	176	312	109	53	146	59	21	13	host	gene-PA3992	0.7139831587735033	0	1
gene-PA3746	1804	1174	1916	2190	2163	1261	2001	877	430	834	272	95	135	host	ffh	0.6500726646469814	0	1
gene-PA3769	1096	911	1016	1723	1551	691	1507	631	261	814	186	79	89	host	guaA	0.6653718819122629	0	1
gene-PA1523	53	41	63	57	83	67	81	31	28	43	41	11	8	host	xdhB	0.4885505179414252	0	1
gene-EST35_0269	0	0	0	0	140	170	20	45517	14311	10384	33700	7910	12035	phage	gene-EST35_0269	1.4635859901126271	0	0
gene-PA3303	50	36	67	79	102	64	98	29	15	22	25	3	5	host	gene-PA3303	0.7068460808157251	0	1
gene-PA0338	370	267	510	472	583	312	379	212	61	90	99	14	18	host	gene-PA0338	0.7193153223835764	0	1
gene-PA0613	70	40	84	69	103	50	34	27	10	8	20	7	2	host	gene-PA0613	0.7786820814974613	0	1
gene-PA2676	10	6	16	10	5	4	12	1	4	4	26	4	1	host	gene-PA2676	0.8480570020164061	0	1
gene-PA3597	22	15	28	39	38	20	38	17	11	8	55	5	4	host	gene-PA3597	0.6493244352573082	0	1
gene-PA4277.1	14619	6062	8843	12568	15544	2315	4895	4142	690	1776	535	108	285	host	gene-PA4277.1	0.9655288726920205	0	1
gene-PA0283	728	61	125	103	93	94	99	39	62	50	40	12	18	host	sbp	1.530500804522233	0	1
gene-PA1979	2	0	3	4	7	1	6	4	1	3	8	0	0	host	eraS	0.8672581807839879	0	1
gene-PA4134	33	21	30	45	44	28	34	12	3	13	13	1	3	host	gene-PA4134	0.6815348823929462	0	1
gene-PA4435	122	83	133	126	135	172	153	44	35	53	39	13	15	host	gene-PA4435	0.6211665789538723	0	1
gene-PA4051	388	286	425	1087	1902	499	970	776	54	170	206	13	19	host	thiL	0.9965603058983594	0	1
gene-PA2195	29	30	48	87	200	27	129	80	11	14	44	2	2	host	hcnC	1.0209923460255637	0	1
gene-PA0931	55	28	74	60	47	45	47	12	7	14	80	3	8	host	pirA	0.6911833150474627	0	1
gene-PA4215	4	3	11	11	13	5	8	5	1	0	23	1	1	host	phzF1	0.9496519529811823	0	1
gene-PA2264	73	47	62	89	119	85	122	26	41	60	16	15	11	host	gene-PA2264	0.6136603465450691	0	1
gene-PA4613	54	46	95	86	70	57	84	22	18	28	91	7	6	host	katB	0.6119574688475726	0	1
gene-PA1512	11	6	18	10	13	9	14	9	3	6	45	0	0	host	hcpA	0.9961829155504363	0	1
gene-PA1638	83	34	75	70	63	34	42	8	10	20	24	4	3	host	gene-PA1638	0.7528788869262819	0	1
gene-PA4862	21	10	26	18	32	17	24	6	2	3	24	1	1	host	gene-PA4862	0.7355324840291482	0	1
gene-EST35_0171	0	0	0	0	302	381	16	15793	5013	3588	10929	1708	3238	phage	gene-EST35_0171	1.5023478507193582	0	0
gene-PA2161	1	0	1	0	1	1	1	0	0	1	5	0	0	host	gene-PA2161	1.526623238522424	0	1
gene-EST35_0291	0	0	0	0	182	1489	111	72487	54520	13178	182869	116171	114780	phage	gene-EST35_0291	1.3723717214933504	0	0
gene-PA1689	523	414	570	863	714	500	909	155	96	243	84	30	32	host	gene-PA1689	0.7614747505912025	0	1
gene-PA1943	34	23	48	55	85	38	73	30	10	21	13	2	2	host	gene-PA1943	0.7495884321700718	0	1
gene-PA5336	187	163	296	400	154	138	278	26	38	109	38	7	15	host	gmk	0.831744004755759	0	1
gene-PA0405	141	122	223	237	112	130	198	32	26	60	9	6	12	host	gene-PA0405	0.7954274818852822	0	1
gene-PA1871	35	20	55	44	56	83	85	19	25	40	22	10	12	host	lasA	0.6152374204606933	0	1
gene-PA4690	189	177	257	288	212	122	208	42	34	47	51	14	11	host	gene-PA4690	0.7473426512696464	0	1
gene-PA1355	2	2	4	3	5	4	3	3	0	2	12	1	1	host	gene-PA1355	0.8851252521638622	0	1
gene-PA3116	573	370	523	553	879	589	645	612	112	224	244	43	43	host	gene-PA3116	0.6069035658037113	0	1
gene-PA0451a	39	32	41	64	51	32	53	20	9	10	42	1	1	host	gene-PA0451a	0.6519368306430113	0	1
gene-PA0354	305	219	299	495	465	215	324	161	81	183	64	28	23	host	gene-PA0354	0.6715316267113207	0	1
gene-EST35_0051	0	0	0	0	20641	33583	12826	34861	27688	25400	14432	10320	17336	phage	gene-EST35_0051	0.8125650777648836	0	0
gene-PA2237	69	97	115	201	258	122	118	130	83	144	54	16	24	host	pslG	0.585073868713743	0	1
gene-PA5155	66	66	97	91	97	41	71	40	10	26	42	2	3	host	gene-PA5155	0.6539824065437861	0	1
gene-PA4195	139	16	28	24	21	28	28	11	16	5	30	3	7	host	gene-PA4195	1.2219649994130073	0	1
gene-PA1210	15	19	32	41	38	9	18	10	6	10	14	1	1	host	gene-PA1210	0.7630713781838083	0	1
gene-PA0620	356	201	301	359	514	394	219	178	158	129	129	54	40	host	gene-PA0620	0.5841484341074824	0	1
gene-PA5163	682	481	777	987	687	405	804	173	150	353	84	43	62	host	rmlA	0.7109326407781611	0	1
gene-PA5368	141	163	208	336	176	95	143	51	35	85	111	13	26	host	pstC	0.7002355169313979	0	1
gene-PA5169	140	174	231	245	104	148	110	40	28	25	101	16	7	host	gene-PA5169	0.7328667442620311	0	1
gene-EST35_0325	0	0	0	0	7909	4234	171	101900	35127	24624	142195	48791	66299	phage	gene-EST35_0325	1.321784235324973	0	0
gene-EST35_0448	0	0	0	0	95	218	16	503	866	505	105	350	651	phage	gene-EST35_0448	1.1057643315745653	0	0
gene-EST35_0217	0	0	0	0	19	555	107	9706	7175	505	60248	36304	23876	phage	gene-EST35_0217	1.6849071331210659	0	0
gene-PA1674	686	421	770	835	736	311	428	203	64	205	40	22	28	host	folE2	0.8016602334725802	0	1
gene-PA3723	23	28	45	38	34	88	76	11	27	31	26	15	8	host	gene-PA3723	0.6537338152754284	0	1
gene-EST35_0336	0	0	0	0	1211	861	12	3070	4073	5010	575	719	2133	phage	gene-EST35_0336	1.202712390816257	0	0
gene-PA5174	1465	920	1530	2133	1108	591	2079	383	269	784	128	66	73	host	gene-PA5174	0.792265258559789	0	1
gene-PA1021	12	8	14	13	35	11	26	11	5	5	11	3	1	host	gene-PA1021	0.7533760297803872	0	1
gene-PA3484	91	115	137	204	162	61	153	35	21	32	116	9	10	host	gene-PA3484	0.7074954087826455	0	1
gene-PA2038	20	33	31	38	29	31	38	8	9	15	9	6	6	host	gene-PA2038	0.5802133051771756	0	1
gene-PA5496	87	56	111	171	168	76	587	82	15	45	52	7	17	host	nrdJb	1.2844309171819666	0	1
gene-PA5223	757	540	731	1074	1265	468	778	388	109	184	153	25	20	host	ubiH	0.7766896383314225	0	1
gene-PA0997	127	55	141	222	631	283	495	156	87	176	53	35	34	host	pqsB	0.9149011028169279	0	1
gene-PA4012	402	239	345	552	471	196	337	166	69	114	55	21	19	host	gene-PA4012	0.7439116972850575	0	1
gene-PA2539	160	122	156	349	291	90	243	71	17	38	40	6	7	host	gene-PA2539	0.8853706430565725	0	1
gene-EST35_0328	0	0	0	0	425	723	24	81155	32309	18144	106614	29803	43350	phage	gene-EST35_0328	1.3929305568203763	0	0
gene-PA0842	32	16	37	30	94	38	60	19	8	20	37	5	2	host	gene-PA0842	0.782823612161373	0	1
gene-PA0297	560	333	583	477	719	416	1040	239	105	206	136	31	46	host	spuA	0.7573736478195097	0	1
gene-PA5179	42	25	67	69	52	51	56	10	10	12	59	17	23	host	gene-PA5179	0.5677701826482112	0	1
gene-PA4931	368	317	430	577	389	236	350	97	97	233	87	33	31	host	dnaB	0.6629360728924608	0	1
gene-PA3613	131	119	115	489	357	207	724	125	37	106	94	26	40	host	gene-PA3613	1.0013232928684075	0	1
gene-PA1980	3	1	4	3	5	4	7	2	1	0	7	0	0	host	eraR	0.8365290562455223	0	1
gene-PA4270.1	4455	3240	6520	5935	11085	4214	2967	7215	1288	2119	2617	376	288	host	gene-PA4270.1	0.7300928288473189	0	1
gene-PA3536	112	108	133	241	235	80	165	74	14	22	22	2	6	host	gene-PA3536	0.8511927157213939	0	1
gene-PA0512	18	9	24	52	46	14	264	26	2	9	22	1	4	host	gene-PA0512	1.7747407897991678	0	1
gene-PA3074	151	152	181	340	372	163	328	116	40	87	57	9	11	host	gene-PA3074	0.7685716280633806	0	1
gene-PA0340	230	178	250	334	257	162	262	41	30	64	62	6	10	host	gene-PA0340	0.7565752054504803	0	1
gene-PA1775	661	606	968	1249	648	496	1680	174	241	539	70	41	80	host	cmpX	0.8250399854862188	0	1
gene-PA0597	117	76	100	150	238	164	195	98	43	61	45	10	13	host	gene-PA0597	0.6684835293465603	0	1
gene-PA5217	333	263	451	509	370	250	264	103	38	148	51	14	16	host	gene-PA5217	0.7495559151817268	0	1
gene-PA4440	172	126	254	221	129	108	186	28	24	45	33	10	9	host	gene-PA4440	0.7916815765400664	0	1
gene-PA0128	197	134	233	282	473	131	432	95	33	107	42	9	19	host	gene-PA0128	0.8628809135286092	0	1
gene-PA0168	160	116	169	265	303	106	165	104	12	46	24	5	6	host	gene-PA0168	0.8187614227392058	0	1
gene-PA0143	114	101	183	262	242	138	233	78	36	115	53	7	13	host	nuh	0.6869307258533724	0	1
gene-PA2272	113	99	183	211	167	122	137	51	17	33	48	9	4	host	pbpC	0.7324789775138918	0	1
gene-PA1681	511	372	537	790	579	277	447	136	72	193	47	22	23	host	aroC	0.7812409133212294	0	1
gene-PA2015	117	49	154	60	168	136	344	59	55	150	34	24	22	host	liuA	0.8095000387336868	0	1
gene-PA3367	51	37	75	78	69	39	76	12	2	15	21	0	3	host	gene-PA3367	0.7905514225010882	0	1
gene-PA1861	35	30	49	75	67	52	79	30	12	24	26	9	10	host	modC	0.6050877551499422	0	1
gene-PA4084	13	14	51	26	35	41	38	9	5	17	80	5	4	host	cupB3	0.8290361058576748	0	1
gene-PA2874	73	41	88	166	144	48	115	49	12	30	26	3	1	host	gene-PA2874	0.8348006492188804	0	1
gene-PA4664	462	341	877	689	929	328	609	276	80	188	86	19	20	host	hemK	0.8024479914743098	0	1
gene-PA1947	77	32	68	54	304	91	133	248	35	39	126	15	21	host	rbsA	0.8932087919966369	0	1
gene-PA3753	292	194	299	294	379	201	362	147	40	90	59	9	10	host	gene-PA3753	0.7028677493258838	0	1
gene-PA0696	29	20	31	34	30	21	26	14	7	17	61	2	2	host	gene-PA0696	0.6704909056164169	0	1
gene-PA1231	8	2	18	13	15	5	13	7	4	0	12	0	1	host	gene-PA1231	0.7815287403619023	0	1
gene-PA5148	158	119	287	256	147	133	153	24	23	66	12	12	13	host	gene-PA5148	0.8297150411193842	0	1
gene-PA3819	1301	862	1109	2090	3546	1168	3417	775	675	1318	197	165	228	host	gene-PA3819	0.8208195821471802	0	1
gene-PA5201	868	662	1043	1464	1170	740	817	309	201	354	172	58	57	host	gene-PA5201	0.7181243534277998	0	1
gene-PA4541.3	13459	6328	11144	10815	28522	6341	8418	15753	1325	3929	1738	264	547	host	gene-PA4541.3	0.9085886569136701	0	1
gene-PA1038	19	19	43	22	26	33	32	6	7	12	21	1	6	host	gene-PA1038	0.6292128418436271	0	1
gene-PA0789	881	1087	1384	1670	579	461	1306	115	175	566	67	45	43	host	gene-PA0789	0.8484236080740962	0	1
gene-PA4232	1023	835	1200	1845	1024	497	847	126	84	208	34	26	32	host	ssb	0.9282159896228092	0	1
gene-PA0028	42	30	55	57	48	20	51	7	2	2	25	0	1	host	gene-PA0028	0.8237289674187172	0	1
gene-PA4807	205	168	215	380	516	142	565	217	24	69	90	13	8	host	selB	0.8757166364219524	0	1
gene-PA1928	17	21	20	16	29	12	24	8	4	8	31	2	1	host	rimJ	0.6449060262176833	0	1
gene-PA4710	30	22	59	36	49	36	47	12	19	30	127	14	9	host	phuR	0.7859501368784845	0	1
gene-PA5341	56	60	94	130	134	53	110	34	8	19	17	4	3	host	gene-PA5341	0.8225934230756937	0	1
gene-PA5210	469	345	606	614	605	396	614	245	101	188	224	27	41	host	gene-PA5210	0.6245047674361021	0	1
gene-PA3196	119	58	98	125	105	77	169	33	18	42	24	4	8	host	gene-PA3196	0.7390086474404312	0	1
gene-PA0808	75	45	61	68	69	42	53	18	10	17	10	5	2	host	gene-PA0808	0.7126805549523589	0	1
gene-PA5294	77	75	106	142	194	110	163	51	25	44	42	10	4	host	gene-PA5294	0.7136670701176723	0	1
gene-PA4000	1927	1403	2354	2687	3777	1925	2725	1700	461	724	599	131	130	host	gene-PA4000	0.6886906341497379	0	1
gene-PA2909	29	27	29	116	134	30	85	73	6	14	22	2	2	host	gene-PA2909	0.9630097586827205	0	1
gene-PA3594	62	48	98	69	33	45	43	9	4	9	45	2	3	host	gene-PA3594	0.7935228967056952	0	1
gene-PA3850	197	150	252	379	320	185	292	72	44	73	56	10	15	host	gene-PA3850	0.7574355879168596	0	1
gene-PA4920	251	264	383	503	353	216	564	2188	2089	5184	358	258	622	host	nadE	1.33920377498189	0	1
gene-PA3570	62	32	81	56	39	131	121	34	27	59	53	16	22	host	mmsA	0.6118656093203023	0	1
gene-PA5135	255	198	217	363	393	140	280	126	33	82	63	8	7	host	gene-PA5135	0.749886482527779	0	1
gene-PA3957	33	28	39	51	60	44	63	20	5	16	41	3	1	host	gene-PA3957	0.6507594742635637	0	1
gene-PA3255	101	68	130	140	100	75	100	24	23	43	27	9	10	host	gene-PA3255	0.6738640319560124	0	1
gene-PA0800	4	8	11	12	13	6	6	9	0	3	11	1	3	host	gene-PA0800	0.6213278966317048	0	1
gene-PA4313a	150	100	165	198	242	178	251	101	42	79	33	9	8	host	gene-PA4313a	0.6770674595857231	0	1
gene-PA3815	420	370	739	648	379	308	560	80	136	200	36	41	52	host	iscR	0.754728727409768	0	1
gene-PA1214	3	5	18	8	17	3	7	7	3	4	32	3	1	host	gene-PA1214	0.9901716514619161	0	1
gene-PA3232	43	27	31	30	30	20	40	6	5	16	27	3	4	host	gene-PA3232	0.6122132718973093	0	1
gene-PA0460	283	198	214	555	557	366	803	143	208	569	35	69	59	host	gene-PA0460	0.7387868276928014	0	1
gene-PA4853	356	256	596	433	675	281	295	280	86	167	63	10	32	host	fis	0.7342991507003298	0	1
gene-PA2549	85	83	239	147	144	107	182	45	49	89	14	12	18	host	gene-PA2549	0.7140003299392812	0	1
gene-PA2849	28	21	53	37	24	30	22	5	10	13	15	10	5	host	ohrR	0.629802324606332	0	1
