Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol
gene-VC_RS07830	520	443	485	397	802	702	938	1190	1280	1039	host	gene-VC_RS07830
gene-VC_RS10905	3869	3717	4273	4106	3161	3089	3147	2600	2469	2313	host	frr
gene-VC_RS15665	932	946	1080	1039	860	685	900	1469	1322	1405	host	gene-VC_RS15665
gene-VC_RS11565	829	1022	966	1021	1164	1274	1047	1574	1398	1504	host	murG
gene-VC_RS13120	260	274	272	344	318	321	282	647	626	604	host	gene-VC_RS13120
gene-VC_RS08060	203	234	224	229	222	249	246	458	469	435	host	gene-VC_RS08060
gene-VC_RS14055	150	146	135	153	238	180	202	455	462	463	host	gene-VC_RS14055
gene-VC_RS19120	469	531	499	537	809	695	788	999	1092	937	host	gene-VC_RS19120
gene-VC_RS16715	185	196	205	201	466	441	434	621	675	654	host	gene-VC_RS16715
gene-VC_RS18360	468	441	410	383	358	358	358	563	526	521	host	speF
gene-VC_RS06150	718	773	733	694	1268	1199	1312	1709	1822	1605	host	gene-VC_RS06150
gene-VC_RS06310	1808	1660	1748	1646	2901	2639	2603	2664	2864	2414	host	gene-VC_RS06310
gene-VC_RS09460	2079	2210	2031	2005	4276	4405	4346	5766	6088	5357	host	gene-VC_RS09460
gene-VC_RS08220	618	594	584	595	666	537	675	678	712	592	host	gene-VC_RS08220
gene-VC_RS01220	5639	5646	5136	5081	3879	3087	26200	4547	4920	3995	host	gene-VC_RS01220
gene-VC_RS17915	126	153	98	120	164	203	197	315	373	338	host	gene-VC_RS17915
gene-VC_RS12850	543	557	553	531	769	776	791	784	832	716	host	gene-VC_RS12850
gene-VC_RS07360	260	337	295	340	452	451	404	758	669	689	host	gene-VC_RS07360
gene-VC_RS04525	957	751	983	849	1680	1690	2217	1848	2606	1620	host	gene-VC_RS04525
gene-VC_RS13445	365	501	503	636	746	621	580	655	495	714	host	gene-VC_RS13445
gene-VC_RS05595	3600	4105	4241	4532	3473	3605	3307	4434	4170	3986	host	gene-VC_RS05595
gene-VC_RS08050	739	761	708	673	1189	1149	1338	1821	1695	1589	host	gene-VC_RS08050
gene-VC_RS05870	415	422	432	416	488	549	485	698	714	600	host	gene-VC_RS05870
gene-VC_RS10480	7330	6766	6711	6603	10826	10178	10861	8713	9711	7286	host	gene-VC_RS10480
gene-VC_RS08795	382	404	438	445	525	561	539	943	951	866	host	gene-VC_RS08795
gene-VC_RS07010	546	748	516	543	1531	1504	1554	3719	4148	3520	host	rtxB
gene-VC_RS18365	3194	3286	3260	2949	718	486	544	274	283	186	host	speFL
gene-VC_RS18400	2720	2913	2272	2399	4386	4852	5306	7759	7825	7133	host	putA
gene-VC_RS05430	770	738	591	679	1149	1215	1429	1485	1300	1317	host	gene-VC_RS05430
gene-VC_RS09110	560	746	521	525	1249	1364	1468	3539	3713	3555	host	gene-VC_RS09110
gene-VC_RS08755	106	121	96	107	113	125	129	240	222	214	host	gene-VC_RS08755
gene-VC_RS06070	5054	4972	5556	5341	4863	4859	4799	4916	6428	4469	host	gene-VC_RS06070
gene-VC_RS13725	71	97	68	64	127	124	127	320	413	305	host	gene-VC_RS13725_gene_pstA
gene-VC_RS11160	1696	1968	1845	1851	3512	3744	3392	5112	5666	4969	host	tcdA
gene-VC_RS12500	21346	17386	14679	15513	20289	30711	29003	23701	20057	19563	host	rpsS
gene-VC_RS16240	560	520	543	545	330	302	342	421	330	371	host	gene-VC_RS16240
gene-VC_RS16280	69	53	52	54	108	124	150	215	200	201	host	gene-VC_RS16280
gene-VC_RS09665	901	1074	1444	1542	1391	1498	1281	1643	1505	1595	host	gene-VC_RS09665
gene-VC_RS02540	29	37	40	31	75	98	79	142	190	150	host	gene-VC_RS02540
gene-VC_RS12150	1394	1419	1794	2706	1974	1889	1997	2031	1836	1957	host	mlaC
gene-VC_RS16200	228	253	280	258	197	238	224	301	260	265	host	gene-VC_RS16200
gene-VC_RS05125	623	726	725	642	1327	1384	1489	2279	2470	2037	host	gene-VC_RS05125
gene-VC_RS06265	207	216	219	204	333	321	378	618	637	555	host	gene-VC_RS06265
gene-VC_RS09865	1220	1125	1137	1133	1256	1301	1241	1351	1370	1299	host	gene-VC_RS09865
gene-VC_RS10695	78	86	82	74	156	126	137	177	206	194	host	gene-VC_RS10695
gene-VC_RS13645	859	943	866	986	721	727	680	811	605	777	host	gene-VC_RS13645
gene-VC_RS06515	168	171	161	155	155	126	141	281	304	271	host	prpF
gene-VC_RS15845	389	477	465	533	664	628	688	1406	1584	1399	host	gene-VC_RS15845
gene-VC_RS12180	1246	1270	1248	1187	1175	1017	1202	1221	1216	1093	host	kdsC
gene-VC_RS04345	2733	3078	3024	2950	4643	4772	4895	5401	4975	4957	host	gene-VC_RS04345
gene-VC_RS00775	4024	4313	3990	3716	3831	3866	3940	6184	6362	5642	host	vexB
gene-VC_RS01395	35	34	33	55	61	64	59	54	64	63	host	gene-VC_RS01395
gene-VC_RS08580	147	194	151	193	312	286	366	516	542	493	host	siaM
gene-VC_RS16025	892	956	885	815	2305	3434	2448	3373	4400	3276	host	gene-VC_RS16025
gene-VC_RS08575	116	131	165	140	219	174	217	302	303	253	host	gene-VC_RS08575
gene-VC_RS04115	318	407	359	373	604	480	542	924	1060	884	host	tcpH
gene-VC_RS10620	4117	3663	3263	3663	4148	4298	4622	2987	2617	2554	host	flgE
gene-VC_RS08615	15	18	20	20	79	87	77	121	153	128	host	gene-VC_RS08615
gene-VC_RS10400	2487	2244	1997	2014	3005	2894	3202	3884	3874	3357	host	gene-VC_RS10400
gene-VC_RS00605	2064	2249	2081	2052	1579	1694	1673	2285	2315	2236	host	cdpA
gene-VC_RS16790	1529	1592	1535	1526	2028	2106	2136	2581	2799	2434	host	helD
gene-VC_RS04580	363	363	382	404	612	560	574	761	705	652	host	vpsF
gene-VC_RS01780	2970	3150	5304	2129	1770	1528	1726	2672	2398	2411	host	gene-VC_RS01780
gene-VC_RS12315	1049	1324	1127	1161	2112	2062	2197	3157	2804	2876	host	gene-VC_RS12315
gene-VC_RS02455	568	596	603	818	822	870	767	972	997	1029	host	mscS
gene-VC_RS16225	459	555	489	563	342	346	343	563	598	575	host	gene-VC_RS16225
gene-VC_RS04015	937	968	839	774	1475	1461	1450	1675	1701	1462	host	gene-VC_RS04015
gene-VC_RS07390	529	617	689	689	944	813	955	960	1180	908	host	gene-VC_RS07390
gene-VC_RS17600	2004	2150	2104	1974	2543	2604	2679	2874	2809	2435	host	zwf
gene-VC_RS05470	412	461	473	435	231	278	243	348	327	338	host	bioD
gene-VC_RS01860	673	731	724	744	1247	962	1124	1656	1827	1624	host	gene-VC_RS01860
gene-VC_RS05155	653	780	1149	868	1002	1142	1087	1592	1489	1379	host	gene-VC_RS05155
gene-VC_RS16255	246	267	273	265	519	561	481	729	889	749	host	gene-VC_RS16255
gene-VC_RS08855	8899	9120	8736	8455	10406	9323	11489	9935	7813	8698	host	tolB
gene-VC_RS08665	73	77	64	63	147	128	139	201	227	178	host	gene-VC_RS08665
gene-VC_RS02560	189	188	218	217	268	219	246	273	303	259	host	gene-VC_RS02560
gene-VC_RS09250	4515	5185	5297	5321	4749	4609	4785	5286	5457	4706	host	ppiD
gene-VC_RS03550	1853	1910	2004	1886	1644	1598	1635	2154	2562	2124	host	pheA
gene-VC_RS11325	1789	2141	2494	2807	1952	1879	1611	1161	839	1073	host	gene-VC_RS11325
gene-VC_RS11765	1777	2252	2001	2024	2951	3151	3082	5588	5272	5209	host	gene-VC_RS11765
gene-VC_RS16965	1041	836	842	838	1169	984	1196	885	660	780	host	gene-VC_RS16965
gene-VC_RS05940	1243	1487	1757	1647	1378	1518	1386	1667	1453	1500	host	uvrY
gene-VPVV882_gp11	4069	5366	1087	1356	36334	45616	62201	52569	49777	52246	phage	gene-VPVV882_gp11
gene-VC_RS01755	8971	7169	6965	7230	7521	9586	9416	8381	8253	8046	host	hflX
gene-VC_RS06740	310	300	252	237	383	363	392	712	668	610	host	gene-VC_RS06740
gene-VC_RS01450	211	256	216	277	274	256	298	448	423	391	host	gene-VC_RS01450
gene-VC_RS04450	975	1037	962	977	964	976	974	1480	1531	1333	host	ppnN
gene-VC_RS02305	10811	8187	8408	7387	5734	5312	6751	3769	2309	2996	host	gene-VC_RS02305
gene-VC_RS09770	8388	8573	8023	7992	10920	11299	11426	12239	10861	10661	host	rne
gene-VC_RS11130	166	179	144	158	198	201	177	257	206	208	host	gene-VC_RS11130
gene-VC_RS00490	598	608	623	620	602	481	562	752	772	624	host	glpE
gene-VC_RS06165	2031	2773	3101	3137	3850	4142	3605	4864	4295	4156	host	gene-VC_RS06165
gene-VC_RS11050	1036	1072	1158	1115	542	565	547	626	573	542	host	gene-VC_RS11050_gene_nqrM
gene-VC_RS15130	137	165	148	158	329	320	337	656	688	562	host	gene-VC_RS15130
gene-VC_RS05275	349	501	344	351	888	886	872	1958	1918	1825	host	gene-VC_RS05275
gene-VC_RS17430	669	611	656	718	1427	1581	1374	1484	1385	1477	host	gene-VC_RS17430
gene-VC_RS17460	103	151	121	110	181	184	200	251	312	234	host	gene-VC_RS17460
gene-VC_RS09620	16820	15791	16029	16087	8816	8861	9148	8229	7212	6981	host	gap
gene-VC_RS01645	949	1103	1144	1317	978	1040	972	1455	1436	1335	host	gene-VC_RS01645
gene-VC_RS09350	436	450	406	457	947	939	942	1959	2133	1898	host	gene-VC_RS09350
gene-VC_RS03185	1392	1523	1548	1575	1685	1544	1488	1605	1696	1493	host	gene-VC_RS03185
gene-VC_RS16680	4065	5100	6358	5496	1022	883	805	291	229	196	host	gene-VC_RS16680
gene-VC_RS04170	165	196	180	164	166	124	161	230	310	198	host	toxT
gene-VC_RS06540	171	186	183	173	260	292	261	430	470	440	host	hppD
gene-VC_RS03130	66	65	66	56	124	127	154	167	208	174	host	gene-VC_RS03130
gene-VC_RS18200	843	845	929	880	619	481	523	525	477	453	host	gene-VC_RS18200
gene-VC_RS12575	962	957	929	852	890	984	968	1582	1167	1099	host	kefG
gene-VC_RS18385	102	110	124	122	133	106	132	124	121	113	host	gene-VC_RS18385
gene-VPVV882_gp33	878	4102	327	435	11176	13140	12552	51390	41012	48321	phage	gene-VPVV882_gp33
gene-VPVV882_gp51	1073	1819	991	1018	9797	7938	9852	16435	17638	16935	phage	gene-VPVV882_gp51
gene-VC_RS03635	644	688	649	831	720	710	740	905	944	781	host	phoR
gene-VC_RS17285	53	76	73	90	87	72	80	92	97	102	host	gene-VC_RS17285
gene-VC_RS14350	581	657	622	638	911	900	918	1329	1367	1184	host	gene-VC_RS14350
gene-VC_RS17495	1211	1242	1058	1122	651	613	670	909	943	842	host	gene-VC_RS17495
gene-VC_RS16035	433	544	529	611	1244	1266	1045	1285	1229	1217	host	gene-VC_RS16035
gene-VC_RS12610	444	586	511	495	537	506	494	795	823	718	host	gene-VC_RS12610
gene-VC_RS15470	518	639	483	508	1398	1212	1667	2568	3308	2420	host	gene-VC_RS15470
gene-VC_RS10325	691	715	677	755	946	963	877	960	698	880	host	gene-VC_RS10325
gene-VC_RS13380	17657	21525	24136	17605	7725	7472	7933	8471	7799	6603	host	atpA
gene-VC_RS05195	487	481	453	453	933	851	813	984	1197	818	host	gene-VC_RS05195
gene-VC_RS11425	158	194	216	240	224	217	214	251	259	228	host	gene-VC_RS11425
gene-VC_RS01815	39474	40979	46364	38211	21713	20855	23293	20695	17151	17806	host	rpsG
gene-VC_RS01965	4391	2944	3884	2905	2190	5191	2796	1645	1257	1330	host	gene-VC_RS01965
gene-VC_RS09025	335	376	396	379	447	354	402	490	594	447	host	gene-VC_RS09025
gene-VC_RS10970	1389	1322	1283	1350	1945	1907	1960	2025	2125	1781	host	ribD
gene-VC_RS17230	1161	1280	1231	1310	2349	2584	2401	2844	2228	2602	host	speB
gene-VC_RS09185	5857	5635	6434	5616	3845	3376	4123	3861	2938	3465	host	lrp
gene-VC_RS11945	454	679	665	700	1173	1254	1094	1765	1659	1644	host	rpiA
gene-VC_RS02830	1184	1241	1207	1334	991	1055	989	1465	1402	1389	host	gene-VC_RS02830
gene-VC_RS08115	107	121	150	154	208	233	187	241	285	239	host	pspB
gene-VC_RS16445	24	33	36	46	63	82	61	127	158	173	host	gene-VC_RS16445
gene-VC_RS06195	555	562	567	574	992	909	926	1305	1262	1243	host	gene-VC_RS06195
gene-VC_RS08415	237	284	262	298	520	462	484	1077	1119	1065	host	gene-VC_RS08415
gene-VC_RS10185	2493	2371	2294	2285	2813	2998	3045	2932	3154	2630	host	prmB
gene-VC_RS08485	568	631	632	640	944	953	928	1469	1682	1390	host	gene-VC_RS08485
gene-VC_RS16755	943	1002	993	954	1236	1420	1385	1915	2029	1853	host	torS
gene-VC_RS11930	5311	4854	4895	4669	4417	4003	4544	3946	2836	3037	host	gene-VC_RS11930
gene-VC_RS07985	395	426	355	327	715	689	706	1313	1422	1168	host	gene-VC_RS07985
gene-VC_RS13160	1263	1410	1292	1421	1117	1366	1220	1896	1601	1824	host	gspE
gene-VC_RS13585	2304	2182	2619	2349	1128	908	1070	912	932	752	host	gene-VC_RS13585
gene-VC_RS11790	7410	8048	9139	8537	4978	5313	4594	4736	4488	4188	host	eno
gene-VC_RS00725	1634	1800	4743	1842	2488	2621	2580	3263	3355	4409	host	murI
gene-VC_RS11960	4143	4803	4903	5084	3442	3554	3245	3769	3528	3663	host	gene-VC_RS11960
gene-VC_RS08245	651	697	731	657	532	566	543	658	667	620	host	gene-VC_RS08245
gene-VC_RS09570	820	898	868	850	1253	1128	1309	1315	1062	1141	host	tsaB
gene-VC_RS01330	620	665	705	675	773	758	722	720	755	645	host	gene-VC_RS01330
gene-VC_RS02255	1090	1033	977	1080	1426	1536	1349	1654	1862	1544	host	djlA
gene-VC_RS07395	165	193	186	201	233	207	293	362	525	375	host	gene-VC_RS07395
gene-VC_RS08965	294	348	295	294	396	377	329	664	629	581	host	rsmS
gene-VC_RS04460	1493	1465	1407	1454	1546	1528	1619	2045	2076	1897	host	gene-VC_RS04460
gene-VC_RS13110	882	900	885	869	1238	1289	1187	1794	1647	1734	host	cysQ
gene-VC_RS09990	3307	3499	3372	3719	6416	5967	6608	5795	6123	5527	host	argS
gene-VC_RS05450	507	566	510	561	413	411	407	550	523	491	host	bioA
gene-VC_RS10485	1109	1124	1204	1207	1586	1498	1442	1520	1665	1504	host	pth
gene-VC_RS08945	51873	64398	88535	83497	20292	16573	15966	6735	6063	5672	host	ompT
gene-VC_RS15025	1214	1295	1367	1278	1402	1135	1360	1662	1875	1638	host	gene-VC_RS15025
gene-VC_RS01925	3780	5303	4144	7878	717	623	647	599	531	516	host	gene-VC_RS01925
gene-VC_RS15820	291	403	316	313	910	868	983	1928	2620	1874	host	gene-VC_RS15820
gene-VC_RS00345	4463	2739	2419	2809	2975	3478	3403	3695	4123	3105	host	gene-VC_RS00345
gene-VC_RS02915	13681	14763	15071	13556	11147	9707	12741	9783	8910	7885	host	rplM
gene-VC_RS05915	1767	2651	2753	2583	1807	2503	1711	1681	1342	1561	host	gene-VC_RS05915
gene-VC_RS12185	1444	1485	1534	1520	1011	909	1016	882	1057	794	host	lptC
gene-VC_RS01660	867	830	923	830	1218	1063	1150	1381	1558	1208	host	gene-VC_RS01660
gene-VC_RS03610	1022	1123	966	1044	1649	1510	1671	3855	3809	4042	host	nfsA
gene-VC_RS10870	3478	3914	3643	3947	3339	3294	3111	3451	2649	3050	host	lpxD
gene-VC_RS06290	3092	3769	3675	3271	4390	4572	4641	5995	6388	5265	host	gene-VC_RS06290
gene-VC_RS14040	716	792	771	768	798	778	862	853	909	772	host	gene-VC_RS14040
gene-VC_RS07000	761	874	624	633	1473	1351	1544	3641	4028	3499	host	gene-VC_RS07000
gene-VC_RS17220	151	185	138	143	423	423	423	753	849	697	host	gene-VC_RS17220
gene-VC_RS10665	356	505	600	677	645	786	487	600	597	571	host	flgP
gene-VC_RS16310	1017	1153	1222	1183	1375	1376	1491	1809	1687	1627	host	yjjG
gene-VC_RS07305	37	72	63	63	87	84	61	185	141	160	host	gene-VC_RS07305
gene-VC_RS10060	5465	5873	5757	6095	3243	3153	3133	3603	3214	3195	host	sdhA
gene-VC_RS11380	2948	3025	3225	3493	2267	2246	2200	2685	2734	2623	host	thrB
gene-VC_RS00300	237	326	320	419	475	522	415	714	714	846	host	crcB
gene-VC_RS06325	1447	1756	1713	1711	1030	906	923	1110	1316	1061	host	gene-VC_RS06325
gene-VC_RS09605	366	440	608	628	405	364	316	412	435	340	host	gene-VC_RS09605
gene-VC_RS16325	1667	1461	1321	1359	5717	5948	6009	5085	5147	4566	host	gene-VC_RS16325
gene-VC_RS06880	1132	1529	1028	1115	4345	4325	4434	9062	10517	8983	host	gene-VC_RS06880
gene-VC_RS13495	138	143	123	150	277	297	275	410	394	393	host	gene-VC_RS13495
gene-VC_RS04315	1279	1113	1039	1072	1096	839	1113	440	301	353	host	gene-VC_RS04315
gene-VC_RS11505	9229	9380	8646	8710	4169	4101	4368	4334	3839	3608	host	carB
gene-VC_RS02465	214	214	225	207	379	342	404	607	677	592	host	gene-VC_RS02465
gene-VC_RS07405	551	713	762	888	634	698	576	841	931	799	host	nagK
gene-VC_RS07105	266	373	930	282	1150	1085	948	1796	2429	1698	host	gene-VC_RS07105
gene-VC_RS03845	2753	3138	3064	3184	6695	7620	6571	8490	8388	7835	host	guaB
gene-VC_RS07925	579	598	517	576	1121	1119	1175	1485	1593	1327	host	gene-VC_RS07925
gene-VC_RS17030	1240	1452	1210	1196	1921	1887	2012	3122	3440	3002	host	gene-VC_RS17030
gene-VC_RS06490	425	409	554	557	253	269	289	584	604	534	host	gene-VC_RS06490
gene-VC_RS09490	256	242	214	215	164	174	184	332	294	290	host	menC
gene-VC_RS15140	411	438	465	445	598	507	563	739	751	695	host	gene-VC_RS15140
gene-VC_RS17380	534	602	587	527	863	792	945	1010	1140	935	host	gene-VC_RS17380
gene-VC_RS04875	1207	1707	1818	2023	1649	1663	1304	1686	1374	1532	host	adk
gene-VC_RS04230	2317	2240	2117	2028	3462	3411	3968	3709	2396	2995	host	smpB
gene-VC_RS14470	378	477	454	403	776	888	875	1648	1843	1612	host	gene-VC_RS14470
gene-VC_RS16010	183	251	244	270	602	693	564	839	812	825	host	gene-VC_RS16010
gene-VC_RS01485	657	804	803	798	878	1174	918	1141	1232	1066	host	gene-VC_RS01485
gene-VC_RS01575	3198	2729	2977	2418	4425	6340	5249	3166	4370	2595	host	gene-VC_RS01575
gene-VC_RS17210	283	315	296	282	398	369	341	612	666	569	host	gene-VC_RS17210
gene-VC_RS14215	539	576	621	615	1003	979	880	1152	1199	1021	host	gene-VC_RS14215
gene-VC_RS03840	3741	3888	3295	3711	9819	10465	10165	14764	16198	13514	host	xseA
gene-VC_RS03265	1773	1720	1602	1545	2355	2685	2693	3168	2877	3004	host	rbfA
gene-VC_RS15660	362	430	427	385	779	703	747	1638	1549	1608	host	gene-VC_RS15660
gene-VC_RS06590	246	293	344	355	431	414	303	558	681	536	host	gene-VC_RS06590
gene-VC_RS16795	598	660	674	624	847	715	808	1288	1449	1172	host	yccS
gene-VC_RS18220	328	390	429	446	403	365	391	564	609	531	host	gene-VC_RS18220
gene-VC_RS09375	164	183	166	190	352	320	420	586	626	560	host	gene-VC_RS09375
gene-VC_RS12550	14373	12699	16130	22837	13347	13562	14316	13659	16158	12465	host	gene-VC_RS12550
gene-VC_RS00990	74	96	63	71	115	109	110	183	208	194	host	gene-VC_RS00990
gene-VC_RS02330	1018	1177	1067	1108	1866	1886	1932	2630	2399	2236	host	glsB
gene-VC_RS05395	2230	2298	2357	2086	4093	3381	4324	4498	3963	4147	host	yfbV
gene-VC_RS17800	318	355	333	314	473	519	539	610	531	522	host	gene-VC_RS17800
gene-VC_RS17620	420	411	378	336	302	285	327	310	299	304	host	gene-VC_RS17620
gene-VC_RS04685	889	979	818	965	1930	1998	2079	2248	1991	2199	host	lipB
gene-VC_RS02030	226	299	304	342	226	258	199	261	270	243	host	gene-VC_RS02030
gene-VC_RS10635	1371	1602	1522	1839	2561	2914	2979	1817	1263	1594	host	flgB
gene-VC_RS10040	2003	2462	2509	2867	1220	1182	1098	1377	1328	1228	host	sucC
gene-VC_RS05200	486	647	670	691	1444	1433	1273	2319	2461	2181	host	gene-VC_RS05200
gene-VC_RS11525	66	75	93	112	131	103	99	214	192	194	host	mutT
gene-VC_RS14520	241	259	242	263	379	396	376	556	539	529	host	ulaG
gene-VC_RS16050	976	1039	1026	986	1189	1179	1233	1850	2081	1840	host	gene-VC_RS16050
gene-VC_RS08465	331	401	397	370	402	380	389	494	477	487	host	gene-VC_RS08465
gene-VC_RS06655	286	323	329	335	586	594	597	1238	1470	1199	host	gene-VC_RS06655
gene-VC_RS10780	754	950	656	632	1419	1401	1705	3950	4207	3839	host	fadE
gene-VC_RS18690	398	372	331	344	381	406	400	388	404	338	host	gene-VC_RS18690
gene-VC_RS00655	29	26	50	36	22	29	27	23	35	23	host	gene-VC_RS00655
gene-VPVV882_gp29	1517	3714	453	656	18896	28833	19578	34861	23591	37772	phage	gene-VPVV882_gp29
gene-VC_RS13860	1119	1292	1222	1404	1764	1937	1857	1852	1834	1812	host	gene-VC_RS13860
gene-VC_RS11315	528	662	718	644	713	628	669	745	685	657	host	deoC
gene-VC_RS03945	268	266	240	256	382	312	396	582	511	515	host	gene-VC_RS03945
gene-VC_RS06440	4244	4834	4551	4691	5969	6167	6043	8135	8161	7577	host	gene-VC_RS06440
gene-VC_RS02535	37	44	28	43	61	47	48	90	111	98	host	gene-VC_RS02535
gene-VC_RS09095	681	694	669	746	990	918	949	1037	894	909	host	gene-VC_RS09095
gene-VC_RS15030	933	878	1452	1518	880	732	756	1524	1442	1419	host	gene-VC_RS15030
gene-VC_RS01015	561	624	612	648	735	671	629	707	662	640	host	gene-VC_RS01015
gene-VC_RS17195	343	375	364	373	605	549	636	826	919	788	host	gene-VC_RS17195
gene-VC_RS02105	2183	2044	2117	2319	2695	2753	2780	3002	2407	2693	host	mreC
gene-VC_RS05420	941	1076	947	957	1336	1313	1408	2158	2536	2185	host	gene-VC_RS05420
gene-VC_RS10530	6635	5686	6345	5457	5441	7209	4474	2651	2459	2017	host	gene-VC_RS10530
gene-VC_RS15165	463	595	538	491	929	878	886	1429	1538	1388	host	gene-VC_RS15165
gene-VC_RS01155	1862	1975	1890	1832	2013	1917	2044	3241	3895	2930	host	waaF
gene-VC_RS16390	162	210	197	224	295	253	278	507	480	465	host	gene-VC_RS16390
gene-VC_RS12335	2305	2379	2320	2576	498	389	391	357	345	341	host	cysN
gene-VC_RS08240	363	406	458	446	315	262	263	321	314	276	host	gene-VC_RS08240
gene-VC_RS18330	71	78	65	77	107	125	110	229	222	247	host	gene-VC_RS18330
gene-VC_RS07815	298	274	235	246	375	407	423	610	607	578	host	gene-VC_RS07815
gene-VC_RS13220	1663	1587	1424	1412	2017	1547	2116	1892	1499	1624	host	gene-VC_RS13220
gene-VC_RS01870	1471	1529	1479	1642	1785	1889	1839	2186	2011	2059	host	gene-VC_RS01870_gene_alr
gene-VC_RS06455	160	174	150	140	211	228	186	373	298	373	host	mglB
gene-VC_RS05325	447	481	502	508	446	422	465	522	639	545	host	gene-VC_RS05325
gene-VC_RS09795	2201	1951	2050	2245	1789	1755	1866	2016	1783	1884	host	gene-VC_RS09795_gene_asd
gene-VC_RS11595	876	981	912	939	1056	1160	1070	1394	1340	3279	host	gene-VC_RS11595
gene-VC_RS15230	449	502	594	534	655	556	630	899	1022	928	host	gene-VC_RS15230
gene-VC_RS09650	1441	1548	1518	1723	1625	1315	1623	1756	1759	1561	host	gene-VC_RS09650
gene-VC_RS09750	16609	15385	15896	13746	9248	9346	9500	7498	6670	6424	host	rpmF
gene-VC_RS17640	221	285	279	272	349	320	357	599	616	537	host	gene-VC_RS17640
gene-VC_RS04805	779	858	852	862	1041	1122	1002	1333	1196	1308	host	ligA
gene-VC_RS03525	1313	1381	1572	1526	1358	1360	1387	1819	1922	1744	host	sltY
gene-VC_RS03750	4264	5260	4885	5761	5812	6316	6558	12162	10849	11896	host	gene-VC_RS03750
gene-VC_RS11330	436	492	423	530	1032	1062	1041	1333	1192	1220	host	gene-VC_RS11330
gene-VC_RS04670	18168	16942	16751	17988	11189	11372	11032	7242	5711	5857	host	glyA
gene-VC_RS09600	1340	1535	1480	1441	2386	2049	2284	2971	3287	2577	host	ansA
gene-VC_RS14860	268	350	308	318	640	572	562	1171	1315	1261	host	gene-VC_RS14860
gene-VC_RS15465	680	706	725	729	1063	1006	1090	1408	1509	1313	host	gene-VC_RS15465
gene-VC_RS11055	1105	1238	1321	1333	921	863	786	1081	1063	983	host	gene-VC_RS11055
gene-VC_RS16110	2395	2605	2578	2451	2156	1836	2202	2427	2455	2096	host	vxrA
gene-VC_RS10795	367	445	449	400	835	891	719	968	1064	968	host	rnhA
gene-VC_RS01385	576	442	422	461	400	454	395	460	420	401	host	gene-VC_RS01385
gene-VC_RS01910	909	969	1048	1122	862	754	769	796	614	780	host	gene-VC_RS01910
gene-VC_RS09495	435	511	548	486	358	403	372	524	535	521	host	menB
gene-VC_RS12845	753	599	494	541	792	740	886	1075	1035	891	host	gene-VC_RS12845
gene-VC_RS15325	331	361	324	399	577	502	555	965	961	923	host	gene-VC_RS15325
gene-VC_RS18345	412	439	439	407	1160	1349	1194	1489	1386	1300	host	ribB
gene-VC_RS13650	226	282	297	316	285	276	262	340	355	316	host	gene-VC_RS13650_gene_deoD
gene-VC_RS14635	512	406	452	466	688	668	686	902	1237	907	host	gene-VC_RS14635_gene_tnpA
gene-VC_RS09565	280	315	321	297	411	425	404	415	453	357	host	gene-VC_RS09565
gene-VC_RS09850	4327	4776	5124	4449	4904	5049	5299	7374	6983	6378	host	sodB
